# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00010305	A2	280113529	280115937	+	2409	687
NChap2_final_00010304	A2	280118346	280119416	-	1071	333
NChap2_final_00010303	A2	280122004	280123213	+	1210	410
NChap2_final_00010302	A2	280225104	280230729	-	5626	1571
NChap2_final_00010301	A2	280286801	280290954	+	4154	1194
NChap2_final_00010300	A2	280290902	280292730	-	1829	465
NChap2_final_00010299	A2	280294521	280296988	+	2468	753
NChap2_final_00010298	A2	280297216	280300294	-	3079	873
NChap2_final_00010297	A2	280330800	280333784	+	2985	839
NChap2_final_00010296	A2	280398773	280400453	-	1681	421
NChap2_final_00010294	A2	280450532	280453486	-	2955	988
NChap2_final_00010293	A2	280531008	280532971	-	1964	558
NChap2_final_00010292	A2	280564337	280567140	-	2804	787
NChap2_final_00010291	A2	280577669	280581159	-	3491	1013
NChap2_final_00010290	A2	280587363	280589299	+	1937	591
NChap2_final_00010289	A2	280697795	280700686	-	2892	1878
NChap2_final_00010288	A2	280734038	280734459	-	422	162
NChap2_final_00010287	A2	280755599	280758695	-	3097	1271
NChap2_final_00010286	A2	280808679	280808967	-	289	131
NChap2_final_00010285	A2	280882968	280883772	-	805	263
NChap2_final_00010284	A2	280886957	280894437	-	7481	2107
NChap2_final_00010283	A2	280921656	280922635	+	980	277
NChap2_final_00010282	A2	281012369	281014022	-	1654	453
NChap2_final_00012364	A2	281091684	281095039	-	3356	620
NChap2_final_00010281	A2	281094837	281095498	+	662	68
NChap2_final_00010280	A2	281349560	281353122	+	3563	488
NChap2_final_00010279	A2	281483457	281484605	+	1149	328
NChap2_final_00010278	A2	281552230	281556076	+	3847	1027
NChap2_final_00010277	A2	281608210	281610641	+	2432	670
NChap2_final_00010276	A2	281612981	281615826	-	2846	783
NChap2_final_00010275	A2	281731179	281733314	-	2136	597
NChap2_final_00010274	A2	281767637	281768902	+	1266	227
NChap2_final_00022986	A2	281806065	281809662	+	3598	634
NChap2_final_00010273	A2	281831924	281832872	-	949	320
NChap2_final_00010272	A2	281865311	281867688	+	2378	757
NChap2_final_00010271	A2	281871817	281872567	+	751	235
NChap2_final_00010270	A2	281872995	281874768	-	1774	528
NChap2_final_00010269	A2	281875856	281878311	-	2456	681
NChap2_final_00010268	A2	281887944	281889703	+	1760	475
NChap2_final_00010267	A2	282132780	282139724	+	6945	1722
NChap2_final_00010266	A2	282175336	282178009	+	2674	713
NChap2_final_00010262	A2	282224687	282227938	+	3252	943
NChap2_final_00004412	A2	282323062	282326116	+	3055	730
NChap2_final_00010261	A2	282352990	282356427	+	3438	891
NChap2_final_00010260	A2	282386484	282387668	-	1185	378
NChap2_final_00010259	A2	282389293	282392070	-	2778	734
NChap2_final_00010258	A2	282448252	282451784	-	3533	899
NChap2_final_00010257	A2	282508769	282511268	+	2500	671
NChap2_final_00010256	A2	282560757	282561829	+	1073	387
NChap2_final_00010255	A2	282591418	282595347	-	3930	1125
NChap2_final_00015304	A2	282635318	282636762	-	1445	8
NChap2_final_00014233	A2	282670657	282671882	+	1226	1
NChap2_final_00010254	A2	282695021	282696449	+	1429	220
NChap2_final_00010247	A2	282712727	282714303	+	1577	203
NChap2_final_00021193	A2	282724036	282728608	-	4573	357
NChap2_final_00025928	A2	282735254	282735973	+	720	19
NChap2_final_00010252	A2	282738097	282740189	+	2093	266
NChap2_final_00010251	A2	282754168	282755588	+	1421	138
NChap2_final_00010250	A2	282784665	282786350	+	1686	6
NChap2_final_00010249	A2	282795724	282798320	+	2597	401
NChap2_final_00010248	A2	282805062	282806485	+	1424	170
NChap2_final_00010253	A2	282845107	282846791	+	1685	45
NChap2_final_00011386	A2	282852972	282855076	-	2105	233
NChap2_final_00020899	A2	282892209	282892291	-	83	74
NChap2_final_00010245	A2	283019117	283022286	-	3170	858
NChap2_final_00010243	A2	283139242	283141317	+	2076	663
NChap2_final_00010242	A2	283210741	283215222	+	4482	1252
NChap2_final_00010239	A2	283245921	283249109	-	3189	991
NChap2_final_00010235	A2	283447743	283451130	-	3388	933
NChap2_final_00010232	A2	283511933	283515172	+	3240	772
NChap2_final_00010231	A2	283542866	283545166	+	2301	706
NChap2_final_00010230	A2	283560110	283562922	+	2813	735
NChap2_final_00006982	A2	283591780	283593359	+	1580	149
NChap2_final_00010229	A2	283654990	283659282	+	4293	1235
NChap2_final_00010228	A2	283660447	283661894	-	1448	444
NChap2_final_00010227	A2	283664431	283668119	-	3689	1182
NChap2_final_00012120	A2	283679187	283683231	+	4045	67
NChap2_final_00010226	A2	283769301	283772295	+	2995	818
NChap2_final_00010225	A2	283784332	283784815	-	484	167
NChap2_final_00010224	A2	283872788	283873613	+	826	274
NChap2_final_00010223	A2	283879036	283882622	-	3587	1116
NChap2_final_00010222	A2	283891112	283894517	-	3406	908
NChap2_final_00001957	A2	283903662	283904393	+	732	94
NChap2_final_00010221	A2	283935810	283938703	-	2894	846
NChap2_final_00010218	A2	283946035	283948710	+	2676	786
NChap2_final_00020994	A2	283962695	283963420	+	726	194
NChap2_final_00010217	A2	283969273	283973948	+	4676	1221
NChap2_final_00013575	A2	284027116	284027883	+	768	242
NChap2_final_00010216	A2	284092192	284096170	+	3979	1126
NChap2_final_00010215	A2	284097703	284098757	+	1055	680
NChap2_final_00010214	A2	284118039	284120799	+	2761	570
NChap2_final_00010213	A2	284119962	284123777	-	3816	843
NChap2_final_00010212	A2	284132829	284134675	-	1847	575
NChap2_final_00010211	A2	284207250	284211693	+	4444	1217
NChap2_final_00010210	A2	284222709	284223088	+	380	165
NChap2_final_00010209	A2	284267743	284268570	-	828	257
NChap2_final_00010208	A2	284287703	284288247	+	545	179
NChap2_final_00010207	A2	284290897	284295372	+	4476	1229
NChap2_final_00010206	A2	284295253	284297539	-	2287	652
NChap2_final_00010205	A2	284299547	284302096	-	2550	747
NChap2_final_00019890	A2	284384383	284385774	-	1392	51
NChap2_final_00010204	A2	284445183	284445807	-	625	96
NChap2_final_00010199	A2	284549510	284551278	-	1769	662
NChap2_final_00010198	A2	284589919	284590231	+	313	112
NChap2_final_00010197	A2	284611729	284612828	+	1100	354
NChap2_final_00010196	A2	284721436	284723690	-	2255	1363
NChap2_final_00010195	A2	284804879	284809344	+	4466	1309
NChap2_final_00010194	A2	284829638	284831250	-	1613	487
NChap2_final_00010193	A2	284831668	284833223	+	1556	467
NChap2_final_00010192	A2	284834133	284836754	-	2622	809
NChap2_final_00010191	A2	284865308	284869714	+	4407	1350
NChap2_final_00014041	A2	285043535	285046148	-	2614	10
NChap2_final_00010189	A2	285065148	285066710	+	1563	273
NChap2_final_00025946	A2	285116987	285117293	+	307	149
NChap2_final_00010187	A2	285117994	285121508	-	3515	1057
NChap2_final_00010186	A2	285123445	285124393	+	949	175
NChap2_final_00017776	A2	285219808	285221788	-	1981	83
NChap2_final_00010185	A2	285231517	285233936	+	2420	705
NChap2_final_00010183	A2	285331411	285333263	-	1853	555
NChap2_final_00010295	A2	285341111	285341449	+	339	0
NChap2_final_00010182	A2	285390902	285391469	-	568	118
NChap2_final_00010181	A2	285401344	285404057	+	2714	810
NChap2_final_00010180	A2	285404491	285406280	-	1790	551
NChap2_final_00001188	A2	285427541	285431505	-	3965	186
NChap2_final_00010179	A2	285538557	285539177	+	621	105
NChap2_final_00010178	A2	285567367	285568479	-	1113	129
NChap2_final_00010177	A2	285742485	285744320	+	1836	520
NChap2_final_00010176	A2	285787724	285790283	-	2560	735
NChap2_final_00010175	A2	285790760	285797772	-	7013	2040
NChap2_final_00010174	A2	285855968	285859172	+	3205	817
NChap2_final_00010173	A2	285871886	285876217	+	4332	1212
NChap2_final_00010172	A2	285893719	285897036	-	3318	924
NChap2_final_00010171	A2	285958503	285959460	+	958	269
NChap2_final_00010170	A2	285980836	285983435	+	2600	709
NChap2_final_00010169	A2	285986411	285989546	-	3136	951
NChap2_final_00010167	A2	286009513	286010283	-	771	139
NChap2_final_00010166	A2	286015057	286017766	-	2710	722
NChap2_final_00011852	A2	286029021	286029233	+	213	3
NChap2_final_00010163	A2	286078474	286080944	+	2471	669
NChap2_final_00010162	A2	286089079	286092713	-	3635	1037
NChap2_final_00010161	A2	286124870	286127977	-	3108	729
NChap2_final_00010160	A2	286162422	286163387	+	966	299
NChap2_final_00010159	A2	286166069	286168036	-	1968	610
NChap2_final_00010158	A2	286190076	286193409	+	3334	967
NChap2_final_00010157	A2	286196210	286199693	+	3484	1041
NChap2_final_00010156	A2	286200094	286203893	-	3800	1060
NChap2_final_00010155	A2	286350695	286351820	+	1126	182
NChap2_final_00010154	A2	286357111	286357743	-	633	186
NChap2_final_00010153	A2	286376627	286377753	+	1127	228
NChap2_final_00010152	A2	286383036	286383656	-	621	116
NChap2_final_00010151	A2	286399438	286400377	+	940	203
NChap2_final_00010148	A2	286451717	286455230	+	3514	1041
NChap2_final_00010147	A2	286455228	286457762	-	2535	661
NChap2_final_00010146	A2	286459675	286460569	-	895	327
NChap2_final_00010145	A2	286472616	286479502	-	6887	1882
NChap2_final_00011460	A2	286560505	286561710	-	1206	0
NChap2_final_00018296	A2	286610510	286611766	-	1257	346
NChap2_final_00010143	A2	286654291	286658429	+	4139	588
NChap2_final_00010142	A2	286663665	286668822	-	5158	1349
NChap2_final_00010141	A2	286730379	286731410	+	1032	210
NChap2_final_00010140	A2	286732048	286732486	+	439	90
NChap2_final_00010139	A2	286732835	286734351	-	1517	267
NChap2_final_00010138	A2	286749998	286752424	+	2427	732
NChap2_final_00000825	A2	286842341	286842605	-	265	0
NChap2_final_00010136	A2	286872228	286872516	+	289	237
NChap2_final_00010135	A2	286920605	286921981	-	1377	54
NChap2_final_00010134	A2	286924658	286926554	+	1897	484
NChap2_final_00010133	A2	286927559	286929775	+	2217	682
NChap2_final_00010132	A2	286930411	286932753	-	2343	675
NChap2_final_00010131	A2	286966597	286972889	-	6293	1801
NChap2_final_00010128	A2	286999814	287002461	+	2648	702
NChap2_final_00023805	A2	287078013	287079884	-	1872	40
NChap2_final_00010125	A2	287149909	287151599	-	1691	530
NChap2_final_00010124	A2	287156425	287157692	+	1268	381
NChap2_final_00010123	A2	287175488	287177186	-	1699	483
NChap2_final_00010122	A2	287212021	287213888	-	1868	522
NChap2_final_00010121	A2	287214568	287220053	+	5486	1118
NChap2_final_00010120	A2	287310380	287311361	-	982	257
NChap2_final_00019821	A2	287348745	287355344	+	6600	377
NChap2_final_00008831	A2	287379614	287382192	+	2579	27
NChap2_final_00013694	A2	287399302	287399847	+	546	170
NChap2_final_00010114	A2	287742821	287744437	+	1617	520
NChap2_final_00010113	A2	287745476	287755439	-	9964	2722
NChap2_final_00010112	A2	287858739	287862118	+	3380	1031
NChap2_final_00010110	A2	287976395	287977279	-	885	353
NChap2_final_00010109	A2	288009597	288011040	+	1444	431
NChap2_final_00010106	A2	288048491	288053629	+	5139	1445
NChap2_final_00010105	A2	288057252	288061649	+	4398	1286
NChap2_final_00010104	A2	288135889	288139004	+	3116	903
NChap2_final_00010103	A2	288164930	288165737	+	808	216
NChap2_final_00010102	A2	288166050	288169621	-	3572	1094
NChap2_final_00010101	A2	288187750	288191420	-	3671	1058
NChap2_final_00010100	A2	288223833	288228108	-	4276	1054
NChap2_final_00010099	A2	288236570	288237770	-	1201	14
NChap2_final_00010098	A2	288277885	288279903	+	2019	571
NChap2_final_00010097	A2	288280079	288282051	-	1973	642
NChap2_final_00010096	A2	288282575	288286946	-	4372	1267
NChap2_final_00010095	A2	288363698	288365234	-	1537	462
NChap2_final_00010094	A2	288441743	288442971	+	1229	335
NChap2_final_00010093	A2	288519715	288521550	+	1836	546
NChap2_final_00010092	A2	288584537	288587530	-	2994	781
NChap2_final_00010091	A2	288590356	288594307	-	3952	1005
NChap2_final_00010089	A2	288635540	288637219	-	1680	473
NChap2_final_00010088	A2	288754343	288756882	-	2540	714
NChap2_final_00010087	A2	288772731	288773628	+	898	276
NChap2_final_00010086	A2	288774758	288779091	-	4334	2672
NChap2_final_00010085	A2	288799223	288800517	-	1295	142
NChap2_final_00010084	A2	288802523	288805611	+	3089	764
NChap2_final_00010083	A2	288805433	288807103	-	1671	416
NChap2_final_00010082	A2	288823193	288824577	+	1385	343
NChap2_final_00010079	A2	288945228	288946731	+	1504	398
NChap2_final_00017553	A2	288953534	288954281	+	748	3
NChap2_final_00010078	A2	288980798	288981287	+	490	152
NChap2_final_00010077	A2	288987233	288988413	+	1181	373
NChap2_final_00010076	A2	288995581	288997899	-	2319	736
NChap2_final_00010075	A2	289000379	289007051	-	6673	1927
NChap2_final_00010074	A2	289022875	289023865	-	991	287
NChap2_final_00010073	A2	289027490	289032447	+	4958	1323
NChap2_final_00023047	A2	289072357	289074515	-	2159	6
NChap2_final_00010072	A2	289083725	289090138	-	6414	1799
NChap2_final_00010071	A2	289186049	289187141	-	1093	383
NChap2_final_00010070	A2	289190638	289191945	-	1308	430
NChap2_final_00010069	A2	289246629	289247742	+	1114	319
NChap2_final_00010068	A2	289277380	289277855	+	476	170
NChap2_final_00010067	A2	289279950	289281656	-	1707	493
NChap2_final_00010066	A2	289284602	289286569	-	1968	550
NChap2_final_00010065	A2	289291081	289293634	-	2554	698
NChap2_final_00007216	A2	289310526	289311384	+	859	100
NChap2_final_00006811	A2	289319775	289324476	+	4702	48
NChap2_final_00019379	A2	289320593	289321974	-	1382	0
NChap2_final_00010063	A2	289379967	289387081	-	7115	1863
NChap2_final_00010062	A2	289393499	289394645	+	1147	279
NChap2_final_00010061	A2	289429928	289433594	+	3667	999
NChap2_final_00010060	A2	289433296	289435833	-	2538	693
NChap2_final_00010059	A2	289483242	289485107	-	1866	574
NChap2_final_00020970	A2	289489724	289491486	+	1763	21
NChap2_final_00010058	A2	289519646	289524759	+	5114	1575
NChap2_final_00010057	A2	289527135	289528507	+	1373	441
NChap2_final_00010056	A2	289551270	289554947	-	3678	984
NChap2_final_00010055	A2	289596427	289601989	+	5563	1353
NChap2_final_00010054	A2	289607543	289610385	+	2843	840
NChap2_final_00010052	A2	289637628	289638929	-	1302	154
NChap2_final_00010053	A2	289658465	289659766	-	1302	166
NChap2_final_00010051	A2	289660942	289663078	+	2137	576
NChap2_final_00010050	A2	289663859	289667030	-	3172	914
NChap2_final_00010049	A2	289697156	289702142	+	4987	1374
NChap2_final_00010048	A2	289756906	289757178	+	273	100
NChap2_final_00010047	A2	289873817	289876307	-	2491	728
NChap2_final_00023223	A2	289877528	289878346	+	819	216
NChap2_final_00023522	A2	289930167	289934088	-	3922	22
NChap2_final_00009344	A2	289955339	289956916	+	1578	57
NChap2_final_00010045	A2	289993534	289995077	-	1544	431
NChap2_final_00010044	A2	290004230	290006051	+	1822	545
NChap2_final_00010043	A2	290006674	290008965	-	2292	709
NChap2_final_00010042	A2	290012979	290014253	+	1275	372
NChap2_final_00010041	A2	290014992	290018262	-	3271	1025
NChap2_final_00010040	A2	290019039	290020729	+	1691	476
NChap2_final_00010039	A2	290035715	290037435	-	1721	521
NChap2_final_00010038	A2	290039186	290040684	+	1499	469
NChap2_final_00010037	A2	290042440	290046005	-	3566	835
NChap2_final_00010035	A2	290075044	290080674	+	5631	1166
NChap2_final_00010036	A2	290076695	290077370	-	676	0
NChap2_final_00010034	A2	290145847	290148249	+	2403	721
NChap2_final_00010033	A2	290156747	290159438	+	2692	734
NChap2_final_00010032	A2	290165068	290168104	-	3037	922
NChap2_final_00010030	A2	290173195	290180844	+	7650	1124
NChap2_final_00010031	A2	290177907	290179409	-	1503	0
NChap2_final_00010029	A2	290242987	290247898	+	4912	1258
NChap2_final_00010028	A2	290252678	290253337	-	660	21
NChap2_final_00010027	A2	290289286	290292782	+	3497	966
NChap2_final_00010026	A2	290319803	290324429	+	4627	1255
NChap2_final_00010025	A2	290346467	290358467	+	12001	3232
NChap2_final_00010024	A2	290416572	290418236	+	1665	433
NChap2_final_00010023	A2	290475996	290476845	+	850	222
NChap2_final_00010022	A2	290489921	290492810	+	2890	857
NChap2_final_00010021	A2	290493378	290495412	-	2035	557
NChap2_final_00010020	A2	290511989	290513546	+	1558	446
NChap2_final_00010019	A2	290535143	290537076	+	1934	589
NChap2_final_00010018	A2	290537431	290542082	-	4652	1056
NChap2_final_00010015	A2	290625894	290627423	+	1530	432
NChap2_final_00010014	A2	290643508	290653564	+	10057	2763
NChap2_final_00010013	A2	290660378	290668345	+	7968	840
NChap2_final_00028273	A2	290684332	290686348	+	2017	0
NChap2_final_00010012	A2	290697922	290701522	+	3601	0
NChap2_final_00010009	A2	290702511	290708655	+	6145	170
NChap2_final_00010010	A2	290736422	290739058	-	2637	85
NChap2_final_00010011	A2	290767462	290767986	+	525	0
NChap2_final_00010008	A2	290791007	290793480	-	2474	677
NChap2_final_00010007	A2	290810688	290811637	+	950	154
NChap2_final_00010005	A2	291029176	291033294	+	4119	1090
NChap2_final_00010004	A2	291036967	291039028	-	2062	588
NChap2_final_00010003	A2	291124834	291129382	+	4549	1328
NChap2_final_00010002	A2	291138922	291140411	+	1490	430
NChap2_final_00010000	A2	291164140	291168448	+	4309	1007
NChap2_final_00009999	A2	291167918	291169359	-	1442	232
NChap2_final_00009998	A2	291241996	291249905	-	7910	2084
NChap2_final_00009997	A2	291288062	291293006	+	4945	1285
NChap2_final_00009996	A2	291302587	291304615	-	2029	591
NChap2_final_00009995	A2	291311666	291312944	-	1279	309
NChap2_final_00009994	A2	291459653	291463820	-	4168	818
NChap2_final_00009993	A2	291464443	291467483	-	3041	877
NChap2_final_00009992	A2	291534448	291535631	+	1184	284
NChap2_final_00009991	A2	291536028	291538907	-	2880	807
NChap2_final_00009990	A2	291549187	291550863	-	1677	484
NChap2_final_00009989	A2	291555636	291560201	+	4566	677
NChap2_final_00009988	A2	291568310	291569177	+	868	131
NChap2_final_00020368	A2	291678527	291680459	+	1933	283
NChap2_final_00009986	A2	291695231	291696398	-	1168	308
NChap2_final_00009985	A2	291701718	291702786	-	1069	318
NChap2_final_00002986	A2	291729812	291732076	-	2265	18
NChap2_final_00009984	A2	291819891	291821859	+	1969	548
NChap2_final_00009983	A2	292039779	292050259	-	10481	2997
NChap2_final_00009982	A2	292053493	292056702	+	3210	944
NChap2_final_00009981	A2	292065682	292068085	+	2404	779
NChap2_final_00009980	A2	292068344	292070775	-	2432	722
NChap2_final_00009978	A2	292080662	292082432	+	1771	261
NChap2_final_00009977	A2	292100587	292103204	+	2618	861
NChap2_final_00009976	A2	292118088	292120716	-	2629	733
NChap2_final_00009975	A2	292133386	292138510	-	5125	1024
NChap2_final_00009974	A2	292247932	292250037	+	2106	613
NChap2_final_00009972	A2	292276929	292286358	-	9430	2674
NChap2_final_00012243	A2	292298322	292303590	-	5269	12
NChap2_final_00009971	A2	292360120	292366614	-	6495	1770
NChap2_final_00009970	A2	292367339	292367595	-	257	143
NChap2_final_00009969	A2	292486107	292488712	-	2606	713
NChap2_final_00009968	A2	292497747	292499015	+	1269	372
NChap2_final_00009967	A2	292505509	292506577	-	1069	189
NChap2_final_00009966	A2	292529773	292531591	+	1819	269
NChap2_final_00012352	A2	292560813	292564872	+	4060	274
NChap2_final_00012351	A2	292563944	292566221	-	2278	145
